date;stroke
2019-01-29 10:50:34,491;ctrl_l
2019-01-29 10:50:34,522;ctrl_l
2019-01-29 10:50:34,555;ctrl_l
2019-01-29 10:50:34,570;w
2019-01-29 10:50:36,231;w
2019-01-29 10:51:07,140;ctrl_l
2019-01-29 10:51:07,218;shift
2019-01-29 10:51:07,390;tab
2019-01-29 10:51:08,045;shift
2019-01-29 10:51:08,061;ctrl_l
2019-01-29 10:51:08,123;tab
2019-01-29 10:51:28,484;down
2019-01-29 10:51:28,765;down
2019-01-29 10:51:28,952;right
2019-01-29 10:51:29,311;right
2019-01-29 10:51:29,608;right
2019-01-29 10:51:31,745;down
2019-01-29 10:51:32,182;down
2019-01-29 10:51:32,837;up
2019-01-29 10:51:33,258;down
2019-01-29 10:51:33,523;up
2019-01-29 10:51:34,100;down
2019-01-29 10:51:34,600;down
2019-01-29 10:51:34,631;down
2019-01-29 10:51:34,662;down
2019-01-29 10:51:34,693;down
2019-01-29 10:51:35,208;down
2019-01-29 10:51:45,223;down
2019-01-29 10:51:45,722;down
2019-01-29 10:51:45,754;down
2019-01-29 10:51:45,785;down
2019-01-29 10:51:45,816;down
2019-01-29 10:51:45,847;down
2019-01-29 10:51:45,878;down
2019-01-29 10:51:45,910;down
2019-01-29 10:51:45,941;down
2019-01-29 10:51:45,972;down
2019-01-29 10:51:46,003;down
2019-01-29 10:51:46,034;down
2019-01-29 10:51:46,066;down
2019-01-29 10:51:46,112;down
2019-01-29 10:51:46,144;down
2019-01-29 10:51:46,175;down
2019-01-29 10:51:46,206;down
2019-01-29 10:51:46,237;down
2019-01-29 10:51:46,268;down
2019-01-29 10:51:46,300;down
2019-01-29 10:51:46,534;down
2019-01-29 10:51:47,033;down
2019-01-29 10:51:47,064;down
2019-01-29 10:51:47,095;down
2019-01-29 10:51:47,126;down
2019-01-29 10:51:47,158;down
2019-01-29 10:51:47,189;down
2019-01-29 10:51:47,220;down
2019-01-29 10:51:47,251;down
2019-01-29 10:51:47,282;down
2019-01-29 10:51:47,329;down
2019-01-29 10:51:47,360;down
2019-01-29 10:51:47,392;down
2019-01-29 10:51:47,423;down
2019-01-29 10:51:47,454;down
2019-01-29 10:51:47,485;down
2019-01-29 10:51:47,516;down
2019-01-29 10:51:47,548;down
2019-01-29 10:51:47,579;down
2019-01-29 10:51:47,610;down
2019-01-29 10:51:47,735;up
2019-01-29 10:51:48,234;up
2019-01-29 10:51:48,265;up
2019-01-29 10:51:48,296;up
2019-01-29 10:51:48,328;up
2019-01-29 10:51:48,359;up
2019-01-29 10:51:48,390;up
2019-01-29 10:51:48,421;up
2019-01-29 10:51:48,452;up
2019-01-29 10:51:48,484;up
2019-01-29 10:51:48,515;up
2019-01-29 10:51:48,546;up
2019-01-29 10:51:48,577;up
2019-01-29 10:51:48,608;up
2019-01-29 10:51:48,640;up
2019-01-29 10:51:48,671;up
2019-01-29 10:51:48,702;up
2019-01-29 10:51:48,733;up
2019-01-29 10:51:48,764;up
2019-01-29 10:51:48,796;up
2019-01-29 10:51:48,827;up
2019-01-29 10:51:48,874;up
2019-01-29 10:51:48,905;up
2019-01-29 10:51:48,936;up
2019-01-29 10:52:12,823;down
2019-01-29 10:52:13,228;down
2019-01-29 10:52:13,712;down
2019-01-29 10:52:13,743;down
2019-01-29 10:52:13,790;down
2019-01-29 10:52:13,806;down
2019-01-29 10:52:13,852;down
2019-01-29 10:52:14,289;down
2019-01-29 10:52:14,788;down
2019-01-29 10:52:14,976;down
2019-01-29 10:52:15,475;down
2019-01-29 10:52:15,506;down
2019-01-29 10:52:15,537;down
2019-01-29 10:52:15,568;down
